timestamp,altitude,course,horizontalAccuracy,latitude,longitude,rawSpeed
2013-12-22 19:38:55.677 +0000,230,179.977127,10,42.395422,-85.862464,27.966518
2013-12-22 19:38:56.680 +0000,231,179.977127,10,42.395222,-85.86244,26.480707
2013-12-22 19:38:57.718 +0000,231,181.40625,5,42.394998,-85.86241,26.346197
2013-12-22 19:38:58.770 +0000,229,184.21875,5,42.394779,-85.862433,26.247702
2013-12-22 19:39:00.690 +0000,229,183.164062,5,42.39435,-85.862473,25.336382
2013-12-22 19:39:01.806 +0000,229,183.164062,5,42.394136,-85.862493,24.855671
2013-12-22 19:39:03.693 +0000,227,197.226562,10,42.393722,-85.862747,24.198427
2013-12-22 19:39:05.679 +0000,227,203.690094,10,42.393311,-85.862992,24.120163
2013-12-22 19:39:07.677 +0000,226,204.491959,5,42.392923,-85.863229,24.259937
2013-12-22 19:39:08.723 +0000,226,208.131241,5,42.392757,-85.863343,23.104059
2013-12-22 19:39:10.671 +0000,225,220.305084,5,42.392367,-85.863773,25.359081
2013-12-22 19:39:11.898 +0000,224,222.148544,5,42.39219,-85.863998,25.687672
2013-12-22 19:39:13.858 +0000,226,227.262787,5,42.391853,-85.864485,26.70405
2013-12-22 19:39:15.666 +0000,226,227.504822,5,42.391503,-85.864984,27.150137
2013-12-22 19:39:16.683 +0000,226,227.504822,5,42.391338,-85.86524,27.169109
2013-12-22 19:39:18.659 +0000,227,227.339081,5,42.391,-85.865724,26.85911
2013-12-22 19:39:19.903 +0000,228,227.339081,5,42.390832,-85.865957,26.790928
2013-12-22 19:39:21.750 +0000,229,227.081345,5,42.3905,-85.866447,26.740343
2013-12-22 19:39:23.679 +0000,231,226.626648,5,42.390174,-85.866936,26.869202
2013-12-22 19:39:24.738 +0000,231,226.626648,5,42.390009,-85.867177,26.46174
2013-12-22 19:39:26.735 +0000,232,226.626648,5,42.389666,-85.867661,26.425232
2013-12-22 19:39:27.854 +0000,232,226.626648,5,42.389496,-85.867899,26.690088
2013-12-22 19:39:29.737 +0000,232,226.757812,5,42.389146,-85.868378,27.029963
2013-12-22 19:39:30.855 +0000,232,226.757812,5,42.388979,-85.868618,27.085806
2013-12-22 19:39:32.722 +0000,232,226.757812,5,42.388614,-85.869129,27.11767
2013-12-22 19:39:34.710 +0000,232,227.460938,5,42.388284,-85.869614,10.119989
2013-12-22 19:39:35.884 +0000,232,227.460938,5,42.388124,-85.869858,27.119999
2013-12-22 19:39:37.728 +0000,233,227.109375,5,42.387789,-85.870361,27.438314
2013-12-22 19:39:39.811 +0000,232,227.460938,5,42.387465,-85.870855,27.324553
2013-12-22 19:39:41.718 +0000,237,227.460938,5,42.387147,-85.871364,27.320028
2013-12-22 19:39:43.889 +0000,236,227.460938,5,42.386811,-85.871846,27.61849
2013-12-22 19:39:45.765 +0000,233,225.351562,5,42.386472,-85.872296,26.538275
2013-12-22 19:39:47.705 +0000,233,227.109375,5,42.386149,-85.872761,26.665459
2013-12-22 19:39:48.821 +0000,234,228.164062,5,42.385979,-85.873019,26.762779
2013-12-22 19:39:49.850 +0000,234,227.109375,5,42.385813,-85.873255,27.130577
2013-12-22 19:39:51.700 +0000,236,227.109375,5,42.385528,-85.873758,27.159805
2013-12-22 19:39:52.706 +0000,236,227.109375,5,42.385351,-85.874003,27.622231
2013-12-22 19:39:53.893 +0000,235,226.609589,5,42.385133,-85.874203,27.853775
2013-12-22 19:39:54.913 +0000,235,226.609589,5,42.384958,-85.874454,27.86879
2013-12-22 19:39:56.691 +0000,235,226.609589,5,42.384631,-85.874921,27.520201
2013-12-22 19:39:57.905 +0000,235,227.593506,5,42.384468,-85.875161,26.285849
2013-12-22 19:39:58.909 +0000,235,228.078949,5,42.38431,-85.875399,26.206486
2013-12-22 19:40:00.661 +0000,235,227.459045,5,42.384016,-85.875841,25.828049
2013-12-22 19:40:01.664 +0000,235,226.344757,5,42.383848,-85.876085,25.673353
2013-12-22 19:40:02.674 +0000,235,227.071381,5,42.383682,-85.876325,34.184536
2013-12-22 19:40:04.677 +0000,237,227.071381,5,42.383369,-85.87678,25.719919
2013-12-22 19:40:05.681 +0000,238,225.142181,5,42.383214,-85.876997,25.248556
2013-12-22 19:41:07.814 +0000,238,225.142181,5,45.383214,-90.876997,25.248556
